genres,popularity,title,vote_average
Documentary,0.005577,Earth days,0.0
"Horror, Science Fiction, Foreign",0.321128,Children,5.5
"Animation, Family",7.357682,Winnie the pooh,6.8
Comedy,1.185288,Peep world,5.2
"Drama, Horror",5.895968,The woman,5.9
"Action, Comedy, Drama",0.003013,The unholy rollers,5.6
Drama,0.708582,Dry summer,7.5
"Drama, Fantasy",1.376588,Phantom,7.3
"Drama, Romance, Foreign",0.666584,Frontier of the dawn,5.9
"Drama, Horror",0.865784,Sombre,8.0
"Crime, Mystery, Thriller, Drama",3.997872,"Think fast, mr. moto",6.2
Documentary,1.270889,No impact man,6.1
Family,3.58087,Beverly hills chihuahua 2,5.4
"Thriller, Drama, Crime",0.772616,Wedding in blood,6.0
"Crime, Drama",0.769053,The goalie's anxiety at the penalty kick,3.5
Drama,0.875165,A year ago in winter,6.3
"Drama, Fantasy",0.00195,"Electra, my love",7.5
Drama,1.592693,Indian summer,8.0
Documentary,0.040663,A married couple,5.0
Drama,0.209852,Betty,7.0
"Action, Drama, History, War",0.768551,The new one-armed swordsman,6.3
"Crime, Drama",0.91292,Madeleine,6.8
"Comedy, Foreign",0.977704,Exodus,5.3
Drama,0.147153,Nachbarinnen,6.0
Drama,1.82925,Four times,7.6
Drama,0.148056,Park row,7.0
"Fantasy, Drama, Foreign",0.666491,The sleeping beauty,3.0
"Animation, Family",6.816147,Mike's new car,6.9
"Action, Drama, Science Fiction, TV Movie",0.678068,Without warning,6.7
"Action, Adventure, Fantasy, Science Fiction",1.255939,Almighty thor,2.3
Drama,0.465277,A cottage on dartmoor,8.2
"Animation, Family, Adventure, Comedy, Fantasy",10.219758,The smurfs,5.5
,0.076471,Reparando,7.0
"Drama, Comedy, Thriller, Foreign",0.768621,The contestant,4.6
"Drama, Romance",1.353072,The arrangement,4.3
"Drama, Western",0.51968,Comanche moon,4.9
"Western, Drama",0.228108,Dead man's walk,6.3
"Action, Comedy, Horror, Mystery, Science Fiction, Thriller",12.763976,Dylan dog: dead of night,4.5
Drama,0.616537,Angel of mine,6.7
Drama,1.719597,Chromophobia,5.7
"Romance, Comedy",10.009007,Friends with benefits,6.5
Drama,0.747628,The dust of time,6.5
"Drama, Music",0.89857,Exposed,4.0
Drama,0.37014,Forbidden,6.1
Drama,0.481907,3 backyards,4.8
"Thriller, Crime",1.226856,Small town murder songs,5.0
"Western, Drama",0.179491,Count three and pray,3.5
"Comedy, Romance",0.668831,"Rally 'round the flag, boys!",6.0
"Drama, Foreign",0.952196,Paper birds,6.1
"Drama, Crime",2.813715,Last stop 174,7.3
"Drama, Thriller, Mystery",0.900425,Waking madison,5.4
"Horror, Thriller",0.630731,The possession of david o'reilly,4.4
"Drama, Romance, Foreign",1.58991,Broken sky,5.0
"Family, Animation",8.16645,Alpha and omega,5.3
Drama,0.001353,The caretakers,0.0
Drama,0.235787,Tender is the night,0.0
Comedy,0.014867,Bikini summer ii,0.0
Drama,0.625342,The boy in blue,4.3
"Crime, Drama, Thriller",1.145806,Deadfall,3.1
Drama,0.290992,"Summer wishes, winter dreams",0.0
"Comedy, Music, Romance",0.107702,Lady be good,6.0
"Drama, Comedy, Romance",0.077341,Eternally yours,4.5
"Drama, Action, History, Thriller",6.183418,Legend of the fist: the return of chen zhen,6.0
"Comedy, Drama",0.441939,Big city blues,7.0
"Drama, Romance",0.072534,Lawyer man,6.0
"Crime, Action, Thriller",9.491865,Blitz,6.0
"Comedy, Drama, Music",0.588469,Pennies from heaven,0.0
"Thriller, Drama, Horror, Mystery",2.006734,The living and the dead,7.0
,0.447583,She cried no,3.8
Music,1.132574,Industrial symphony no. 1: the dream of the brokenhearted,6.7
"Music, Romance",0.866608,Our beloved month of august,7.0
Documentary,0.375066,The autobiography of nicolae ceausescu,6.9
"Mystery, Drama",3.115988,Mysteries of lisbon,6.9
"Comedy, Drama",1.114075,Oki's movie,6.6
Documentary,0.229237,Welfare,6.0
"Comedy, Family",2.483323,Fred: the movie,3.5
"Drama, Comedy",2.989587,Four bags full,7.1
Drama,0.083761,Emitaï,8.0
Drama,1.090502,Me too,6.1
Drama,0.257222,Assassination,6.8
"Mystery, Horror",2.268896,Messiah of evil,6.7
"Comedy, Drama, Romance",0.21176,Souls for sale,7.5
"Drama, Thriller, Crime",4.573242,The yellow sea,7.3
"Romance, Drama",0.640994,The temptress,6.5
Drama,3.4068,La nostra vita,6.0
"Comedy, Drama, Romance",2.08337,Come undone,5.6
"Adventure, Comedy, Drama",0.282481,Illusion travels by streetcar,5.7
"Comedy, Romance",0.848437,Change of address,6.3
"Drama, Foreign",0.525347,"Help me, eros",5.1
Documentary,0.122015,The eye above the well,7.0
"Comedy, Documentary",0.15901,Adopted,4.6
Drama,0.418457,The joyless street,7.4
"Drama, Thriller",1.613113,Rapt,6.1
"Drama, Fantasy, Romance",1.040661,Bear's kiss,3.8
"Drama, Crime",0.561462,Cairo station,7.3
Drama,0.404583,Sweet rush,8.0
"Drama, Thriller",0.967416,The blind sunflowers,7.3
"Drama, Horror",1.05775,The queen of spades,5.3
"Comedy, Romance",2.878098,Change of plans,4.9
"Comedy, Drama",5.918193,Our idiot brother,5.9
Documentary,0.312246,Edison kinetoscopic record of a sneeze,4.7
"Documentary, Horror",0.003553,Divine horsemen: the living gods of haiti,4.8
"Drama, Comedy",4.965281,Almanya: welcome to germany,6.5
Drama,0.369258,Sweet mud,8.0
Documentary,0.49715,A letter to elia,7.8
Horror,0.112972,Drive-in horrorshow,5.0
"Horror, Thriller",3.836293,Twixt,5.0
Drama,1.818296,Princess kaiulani,4.8
Documentary,0.552794,Anima mundi,6.7
"TV Movie, Comedy, Drama",0.968414,Subwaystories: tales from the underground,8.5
"Action, Thriller, Science Fiction",11.086032,Death race 2,5.5
"Drama, Thriller",0.501715,The debt,5.5
Documentary,0.762859,Air guitar nation,6.4
Drama,5.044201,Cyberbully,6.4
"Music, Documentary",0.838919,Beats rhymes & life: the travels of a tribe called quest,7.3
"Comedy, Drama",0.771145,Wandering streams,6.1
Comedy,0.749665,West is west,6.3
"Drama, Thriller",4.741695,Above suspicion,6.0
"Drama, Adventure",0.965531,Desperate search,5.3
"Thriller, Action, Drama, Science Fiction",41.613762,Rise of the planet of the apes,7.0
"Comedy, Drama",2.69722,Terri,6.6
Drama,0.171711,The magnificent yankee,5.0
"Comedy, Crime, Romance",0.941321,Happy new year,2.8
"Comedy, Crime, Drama, Romance",0.365873,Hide-out,7.8
"Fantasy, Horror",1.096082,Shanks,5.7
"Animation, Family",5.549395,Christmas carol: the movie,4.8
Thriller,0.940153,Coffin rock,6.0
"Drama, Action",0.235063,Strapped,3.0
Comedy,0.174596,Ponterosa,5.4
Drama,0.075978,Tevye,5.0
Comedy,6.906145,The change-up,5.9
"Documentary, Foreign",0.549618,Sins of my father,7.1
"Crime, Thriller, Western",0.24991,Cut-throats nine,6.8
,0.437619,The yearling,5.3
Drama,7.486118,The help,7.9
"Action, Adventure, Comedy",9.763493,30 minutes or less,5.6
Comedy,0.3528,Fools in the mountains,5.8
Drama,0.135091,My son john,4.5
"Action, Thriller",0.721118,Bulldog drummond,6.3
"Drama, Music",0.662362,The merry widow,5.0
Comedy,0.7348,High time,5.8
"Comedy, Romance",0.038042,There goes my heart,7.0
"Documentary, Music, Family",9.202416,Glee: the concert movie,6.9
Comedy,1.517105,The trotsky,6.5
"Drama, Thriller, Crime, Romance",4.10916,Anthony zimmer,6.5
"Comedy, Romance",0.482489,The richest girl in the world,3.8
"Comedy, Fantasy, Music, Science Fiction",0.160329,Just imagine,3.0
"Family, Drama, Romance, Comedy",2.23481,An invisible sign,5.3
"Horror, Action, Science Fiction",3.533091,Gantz,6.5
,0.210358,Blues harp,6.7
"Action, Comedy",2.278418,From beijing with love,7.3
Romance,0.286405,The lady is willing,4.5
Drama,1.021195,Vision – from the life of hildegard von bingen,6.3
"Documentary, Foreign",0.119766,El bulli: cooking in progress,5.0
"Drama, Comedy",4.730143,My afternoons with margueritte,7.2
"Comedy, Romance, Music",1.071716,Soloalbum,5.8
"Horror, Mystery",12.912491,Final destination 5,5.9
"Drama, Romance",0.931286,"Lovely, still",6.2
"Crime, Drama, History",5.481452,The conspirator,6.2
Comedy,10.724679,A very harold & kumar christmas,6.0
Drama,0.675926,The young one,6.2
"War, Drama, History",0.886381,Michael the brave,8.2
Science Fiction,0.565431,Missile to the moon,3.7
"Drama, Thriller, Crime, Mystery",0.539182,Mr. moto takes a chance,5.2
"Mystery, Thriller, Crime, Drama",1.282223,Mysterious mr. moto,5.1
Drama,0.270456,Where now are the dreams of youth?,6.0
"Comedy, Drama, Romance",5.633243,Loose cannons,7.1
"Science Fiction, Romance",0.011064,The little girl who conquered time,6.3
Drama,0.000578,Kaïrat,6.8
"Comedy, Drama",2.94798,Queen to play,6.5
Drama,0.216233,Laila,7.2
"Drama, Romance",1.098311,Suzanne's diary for nicholas,4.6
"Thriller, Drama, Romance",1.916629,Carancho,6.5
"Family, Comedy, Action",9.580214,Spy kids: all the time in the world,4.4
Comedy,0.002001,Recollections of the yellow house,8.5
"Music, Documentary",0.377525,Super 8 stories,4.4
"Comedy, Drama",0.636021,Passing fancy,6.7
"Drama, Comedy",0.428274,What did the lady forget?,6.8
"Comedy, Drama, Fantasy, Romance, Science Fiction",0.578456,Miranda,6.8
"Drama, Romance, History",2.327934,Elvira madigan,5.8
"Foreign, Horror",0.22947,Evil - in the time of heroes,5.4
"Fantasy, Horror, Thriller",8.67817,Don't be afraid of the dark,5.4
"Horror, Comedy",9.665251,Fright night,6.0
"Drama, Science Fiction",8.957372,Another earth,6.8
"Fantasy, Drama",1.703513,Pastoral: to die in the country,7.8
"Comedy, Drama",0.964849,The classic,6.0
Comedy,1.139611,Rocky vi,5.7
Drama,5.886972,Hesher,6.7
Documentary,0.10942,The cool school,5.0
"Drama, Foreign",0.217402,Bolivia,7.5
"Documentary, Music",0.036891,Company: original cast album,5.0
"Drama, Horror, Mystery, Thriller",5.319439,Cold prey,6.3
Documentary,0.211543,American boy: a profile of: steven prince,7.0
"Drama, Horror, Action, Thriller, Science Fiction",7.814255,Stake land,6.2
"Comedy, Documentary",4.39817,The greatest movie ever sold,6.3
Documentary,0.36117,The great white silence,7.0
"Drama, Thriller",8.426611,The debt,6.2
"Action, Thriller, Crime, Drama",8.062578,Colombiana,6.5
Documentary,1.172363,Bill cunningham new york,7.9
"Drama, Romance",0.089317,The hireling,4.5
Documentary,5e-06,Street scenes,0.0
Documentary,2.444847,Freakonomics,6.7
"Science Fiction, Thriller",0.582772,Puzzlehead,5.1
Horror,1.413939,The possession of joel delaney,5.9
"Comedy, Music",0.430717,The kid from brooklyn,6.5
"Action, Western",0.758097,The last frontier,5.6
"Drama, Thriller, Crime",1.157943,Tight spot,6.7
"Drama, Horror, Mystery, Thriller",9.782542,The skin i live in,7.4
Horror,4.171674,The messengers 2: the scarecrow,5.1
Drama,1.022163,Boys,7.6
Comedy,1.27765,"The birds, the bees and the italians",5.6
"Drama, Romance, Science Fiction",1.072862,Backlight,6.8
"Horror, Mystery, Thriller",5.995718,The lodger,5.5
"Drama, Action, Romance",1.408602,Shadows & lies,4.8
,8.8e-05,"Crosby, stills & nash: long time comin'",0.0
Documentary,0.014692,Phil ochs: there but for fortune,0.0
"Thriller, Drama",8.90645,Good neighbours,6.0
"Comedy, Drama",2.045782,The winning season,6.4
"Adventure, Fantasy, Action",10.949076,Conan the barbarian,5.2
"Fantasy, Mystery, Thriller, Romance",1.058119,Dead awake,4.3
Comedy,6.167646,Prom,5.7
Comedy,1.672529,Stay cool,4.7
"Horror, Thriller",15.937321,Walled in,4.6
Documentary,0.00353,Fierce light: when spirit meets action,0.0
Documentary,0.083285,Strongman,8.0
"Drama, Romance",9.679653,Waiting for forever,5.7
Science Fiction,0.3624,The creation of the humanoids,5.6
"Action, Comedy",1.16345,Future cops,5.9
"Drama, Horror, Thriller, Science Fiction",4.01982,Tooth and nail,4.3
"Comedy, Drama",0.73406,Face,7.5
"Drama, History",0.002001,Orders,6.5
"Crime, Drama",0.294897,The story of temple drake,5.1
Documentary,9.765195,Project nim,6.8
"Drama, Thriller",0.319927,Escape,6.8
"Drama, Thriller, Action",4.001812,Fatherland,5.8
"Horror, Thriller",6.624127,Simon says,5.2
Horror,0.190974,Chill,3.5
"Horror, Science Fiction",2.52968,Birdemic: shock and terror,2.1
"Drama, Foreign",0.5,"Walking, walking",0.0
"Romance, Drama",4.364247,Whirlygirl,5.5
"Drama, Comedy, Foreign",0.352373,Win/win,4.5
"Mystery, Thriller, Drama",5.38902,Page eight,6.8
Comedy,5.747681,The inbetweeners movie,6.2
"Action, Drama, Foreign, TV Movie",0.96425,The old man and the sea,5.9
"Western, Drama",0.941923,Time to die,6.7
Documentary,0.293094,Dying at grace,6.5
"Comedy, Drama",1.61744,The future,5.8
Drama,0.05131,Richard iii,0.0
Drama,1.351087,Burning secret,5.3
Drama,4.753132,Love ranch,6.0
"Crime, Thriller",0.528123,Payment deferred,4.5
Documentary,0.904932,The interrupters,5.7
"War, Adventure, Action, Drama",0.515906,Ill met by moonlight,6.3
"Horror, Action, Thriller",6.340655,Red state,5.9
"Comedy, Drama, Romance",1.08614,The dark side of the heart,6.5
Drama,1.523165,Les misérables,7.0
"Drama, War",1.730379,Wooden crosses,6.8
"Drama, Thriller",1.463414,Short sharp shock,6.1
Comedy,3.843784,Chinese take-out,7.1
"Drama, Romance",0.599556,A stranger's heart,1.7
"Drama, Thriller",3.978751,Restraint,6.1
Drama,3.033797,A better life,7.0
"Thriller, Action",2.07265,Raging phoenix,5.4
"Comedy, Romance",4.186599,Ceremony,5.2
Drama,7.058832,Sympathy for delicious,6.5
"Thriller, Mystery",5.053905,Wrecked,5.2
Drama,0.100913,Korridoren,5.5
"Documentary, Music",2.649185,Pearl jam: twenty,8.1
"Romance, Comedy",6.562982,I don't know how she does it,5.0
"Romance, Comedy",0.433915,Two cents worth of hope,4.0
"War, Drama",0.411482,Commandos strike at dawn,6.2
"Comedy, Music, Romance",0.167422,The pleasure seekers,5.3
"Drama, Comedy",0.502356,The kidnappers,7.0
"Comedy, Romance",0.826372,That lady in ermine,6.1
"Comedy, Drama",0.310517,April love,6.6
"War, Drama",0.268068,Red meadows,3.0
"Horror, Thriller",6.062425,Shark night,4.9
"Comedy, Romance",3.405305,Beautiful lies,5.8
"Drama, Thriller, Science Fiction",8.244359,Contagion,6.2
"Drama, Comedy",7.235656,We have a pope,6.7
"Romance, Adventure",0.476878,Frenchman's creek,6.2
"Action, Crime, Thriller",2.620456,Vigilante,7.1
"Drama, Romance",5.356167,Sleeping beauty,5.3
"Drama, Romance",0.451149,María candelaria,5.9
"Horror, Science Fiction",0.548048,The maze,4.5
"Drama, Thriller",8.048422,Straw dogs,5.5
Drama,15.785663,Moneyball,7.0
Documentary,0.687732,William s. burroughs: a man within,6.2
"Horror, Thriller, Mystery",0.525407,The appeared,4.8
"Drama, Romance",1.96696,Felicity,6.8
"Drama, Romance",0.424595,The winning team,6.0
Documentary,2.255345,"Fat, sick & nearly dead",7.1
"Comedy, Music",0.041727,Higher and higher,6.0
"Thriller, Drama",0.727327,The house of the seven gables,3.5
"Drama, Comedy",11.395112,Le havre,6.8
,0.004713,An unlikely weapon,0.0
"Action, Thriller, Romance",5.257968,X,5.5
Drama,0.04038,The milky way,6.0
"Action, Foreign",0.921075,Magnificent warriors,6.3
"Drama, Comedy, Romance",8.475505,Zindagi na milegi dobara,7.6
"Drama, Romance",6.140556,Restless,6.3
Drama,3.668167,Neds,6.7
"Drama, Thriller, Crime",3.764296,Cold fish,6.4
"Fantasy, Comedy, Thriller, Mystery, Foreign",1.064684,Skeletons,6.3
"Animation, Comedy, Family, TV Movie",5.506221,Phineas and ferb the movie: across the 2nd dimension,6.6
Thriller,0.793134,Follow me quietly,5.0
"Documentary, Music",0.415136,Scott walker: 30 century man,7.0
"Drama, Romance",0.119379,Four nights of a dreamer,8.0
"Foreign, Horror, Mystery, Thriller",0.163995,The perfume of the lady in black,6.3
"Documentary, Music",0.228235,The soul of a man,5.9
"Comedy, Drama",0.44005,God's comedy,7.5
Thriller,1.957153,Nightmare,7.3
"Drama, Comedy, Foreign",0.970078,Taxi zum klo,6.7
Drama,0.768844,I am,7.8
Comedy,0.264677,My little business,6.4
Drama,0.226127,La maladie de sachs,6.0
"Comedy, Drama, Romance",2.63039,The witches,5.4
Drama,1.012805,The valley,6.0
"Action, Thriller, Crime",5.578585,Point blank,6.4
"Comedy, Drama",1.084702,Masti,6.1
Drama,0.571197,O contador de histórias,6.9
Drama,2.045691,Nothing personal,6.6
"Romance, Adventure, Action, History",12.17054,Ironclad,6.2
"Adventure, Drama",0.454731,Green fire,6.0
Comedy,0.626616,Russell peters: the green card tour,6.7
Documentary,0.203374,Some photos in the city of sylvia,8.5
Documentary,0.212863,Children of the secret state,6.8
Drama,0.073521,Pathetic fallacy,7.0
"Drama, Romance",0.101465,No man of her own,3.5
Horror,0.637298,Zombie island massacre,2.8
Drama,0.23568,Mr. thank you,6.9
"Drama, Romance",8.895086,Northanger abbey,6.9
"Adventure, Action, Thriller",0.180575,Floods of fear,6.5
,0.039267,Loser takes all,8.0
Drama,0.361771,Film is a girl & a gun,7.5
Drama,0.677205,In vanda's room,5.0
"Drama, Crime, Foreign",0.30404,De dominee,6.4
"Drama, Romance",0.721192,Black butterflies,6.0
"Action, Thriller",2.211321,Sweet karma,5.1
"Crime, Horror, Mystery",5.319254,Bereavement,5.2
"Thriller, Horror",1.286687,A horrible way to die,5.1
"Drama, War",0.771458,The last chance,4.2
War,0.175553,Men without wings,2.5
"Drama, History",1.221554,Children of glory,7.4
"Action, Adventure, Mystery",0.112882,Bulldog drummond escapes,6.0
,0.095319,La próxima estación,7.0
"Science Fiction, Action, Adventure",89.887648,The avengers,7.4
"Crime, Drama",0.683789,Taxi!,4.8
"Drama, Thriller, Mystery",7.728737,Tinker tailor soldier spy,6.6
Drama,7.939625,A separation,7.8
"Drama, Thriller",9.865944,A dangerous method,6.2
"Drama, Romance",0.165581,Man's castle,6.0
"Drama, Mystery",0.971227,"Sleep, my love",5.7
Mystery,1.088878,My name is julia ross,5.1
"Drama, Comedy",1.759005,The romantic englishwoman,5.8
,0.456931,Neecha nagar,2.5
"Action, Drama",13.121626,Warrior,7.7
Drama,0.288557,Littlerock,7.0
"Fantasy, Drama, Horror, Action, Thriller, Mystery",2.719197,Sherlock holmes,5.5
"Action, Drama",0.809034,The crowd roars,4.8
Drama,1.175325,Eva,6.9
Comedy,0.085537,You're telling me!,8.3
Music,0.025641,Mother wore tights,0.0
Drama,6.82647,The ides of march,6.5
Drama,0.143037,The proud and the beautiful,6.8
,0.118539,Punk in london,7.5
"Crime, Drama",0.856225,The star witness,5.5
"Crime, Drama",0.088755,The strip,5.3
Romance,0.735185,Bad girl,4.7
"Horror, Thriller, Crime",15.014569,Kill list,6.0
"Action, Adventure, Thriller",8.046632,Killer elite,6.1
"Comedy, Crime, Drama, Music",0.334768,The dukes,5.0
"Documentary, Drama",2.234857,Bobby fischer against the world,6.9
"Comedy, Crime, Drama",1.490661,Badmaash company,5.6
Documentary,0.081143,The nature of existence,4.5
"Action, Drama, Romance",7.759376,Bellflower,6.4
"Comedy, Drama",11.869481,50/50,7.0
Drama,1.754729,Clapham junction,5.2
"Action, Science Fiction",0.432254,Warrior of the lost world,2.3
"Drama, Romance",6.713351,Main street,3.5
"Drama, Science Fiction, Action, Family, Fantasy",0.860528,Superman and the mole-men,5.8
"Comedy, Action, Thriller",0.195161,Rat pfink a boo boo,5.0
Drama,4.340571,The turin horse,7.4
"Comedy, Drama, Science Fiction",1.537982,Generation p,5.6
"Drama, Crime",4.433261,Once upon a time in anatolia,7.4
"Drama, Comedy, Romance",11.440948,The artist,7.3
"Comedy, Drama",2.231405,Someone i loved,6.0
Comedy,0.599841,Housewarming,5.6
"Western, Drama",0.989005,Whity,5.3
"Drama, Comedy",7.727661,I want candy,5.2
,0.218835,In jeder sekunde,6.5
"Documentary, Action, Comedy, Drama",1.516749,Superheroes,6.7
"Comedy, War",0.764929,Me and the colonel,7.0
Horror,0.931555,Corruption,5.5
"Romance, Comedy",0.43086,Gigi,6.0
"Romance, Drama",0.212205,Ornamental hairpin,6.0
"Horror, Science Fiction",1.750012,Blinky™,6.7
"Drama, Crime",1.720825,Play,7.4
,1.164722,"Khrustalyov, my car!",5.3
Drama,1.239331,There will be no leave today,6.3
Drama,0.394304,The legend of suram fortress,7.0
"Action, Comedy, Science Fiction, War, Foreign",1.35869,On the double,7.5
"Animation, Family",1.127039,Here comes peter cottontail,6.8
,0.125202,Don't change your husband,7.0
Drama,0.637537,The masseurs and a woman,6.5
"Action, Comedy, Drama, Romance, Science Fiction",4.330396,Enthiran,6.5
,0.668038,The trap: what happened to our dream of freedom,8.3
Documentary,0.44885,Animal love,6.8
Drama,0.37221,Novena,5.0
Documentary,0.608911,Rabbit à la berlin,6.0
Drama,1.349971,Circumstance,7.4
"Horror, Mystery, Thriller",2.941467,Slaughter hotel,5.0
"Action, Thriller, Science Fiction, Mystery",1.819803,Ticking clock,4.8
"Thriller, Science Fiction",0.512435,Ghost from the machine,3.5
"Action, Thriller",1.14599,Reykjavik-rotterdam,5.8
"Drama, Family",0.424623,Wrestling,5.3
"Horror, Thriller",3.121105,White of the eye,5.7
"Drama, Action, Thriller, Crime, Foreign",0.34866,The boss,6.6
"Romance, Drama",1.811957,Green chair,6.6
"Drama, Comedy, Romance, Foreign",0.270064,I'm gonna explode,8.3
Drama,0.311501,The report,7.3
"Drama, Foreign",0.053844,Five,5.0
"Horror, Thriller, Mystery",1.045737,A lizard in a woman's skin,7.0
Horror,1.618503,The oily maniac,5.8
"Thriller, Drama",5.59686,Take shelter,7.1
"Crime, Drama",0.690026,Genealogies of a crime,7.0
"Romance, Comedy, Drama",9.256321,The myth of the american sleepover,6.4
"Mystery, Drama, Comedy, Crime",0.822422,That day,4.4
"Mystery, Thriller",1.744659,Road to nowhere,5.0
"Thriller, Fantasy, Science Fiction, Horror, Drama",0.794203,Zaat,2.1
Drama,13.504065,The music never stopped,7.3
Drama,0.068859,The experience,6.0
Drama,0.107106,A wedding suit,6.5
Documentary,0.322974,Le jeu de la mort,6.8
"Documentary, Foreign",0.24961,Abc africa,4.8
"Comedy, Music",0.10884,Pigskin parade,6.0
Drama,0.038639,Songwriter,6.0
"Comedy, Romance",0.427819,First love,8.5
"Romance, Comedy",0.953152,I dream too much,3.0
Drama,0.15139,"One potato, two potato",5.3
Comedy,0.680772,The sheep has five legs,5.8
Thriller,1.87646,No rest for the wicked,5.6
"Drama, Horror, Thriller",2.086145,The presence,4.3
"Horror, Thriller, Mystery",5.812898,The caller,6.0
"Music, Romance",0.409247,Small town girl,5.8
Drama,0.507052,Monsieur vincent,6.4
"Drama, Music, Romance",0.108856,The toast of new orleans,6.7
Adventure,0.892609,Captain thunder,3.6
Comedy,0.390579,The happiest days of your life,5.9
Drama,0.153677,"I am taraneh, i am fifteen years old",6.5
Comedy,1.222556,The grand dukes,6.8
"Action, Crime, Drama, Thriller",0.42723,Tony arzenta,5.7
Documentary,0.553225,The living desert,6.4
"Documentary, History",0.460785,Brothers at war,6.0
"Drama, Comedy",0.209044,The happiest girl in the world,6.7
Documentary,0.624313,Examined life,7.3
Documentary,0.294074,Wadd: the life & times of john c. holmes,5.3
"Horror, Drama",2.935694,Don't deliver us from evil,6.7
"Action, Drama",1.133661,Three outlaw samurai,7.0
Documentary,0.270774,Antonio gaudí,7.9
"Comedy, Drama",0.45877,Slumming,6.4
"Action, Science Fiction, Drama",19.265552,Real steel,6.6
Horror,0.007963,Devil times five,4.6
Drama,0.289621,The dream catcher,6.7
Drama,0.545336,The pleasure of being robbed,6.3
"Drama, War",0.163995,Cuckoo in a dark forest,0.0
Drama,1.042247,Hotel pacific,7.0
"Animation, Family",1e-06,The enchanted world of danny kaye: the emperor's new clothes,0.0
,0.059308,Pinocchio,6.0
Documentary,2.564695,Buck,7.7
"Horror, Science Fiction, Thriller",4.778934,Hell,5.7
"Drama, Mystery, Thriller",1.25348,Exit,5.9
"Drama, Romance, Foreign",0.294255,Clara and me,4.5
Drama,1.380163,My joy,6.5
"Drama, Comedy",0.009631,The overbrook brothers,0.0
Documentary,0.058492,I am my films: a portrait of werner herzog,8.0
Documentary,0.716599,Portrait werner herzog,7.8
,0.001194,Sokkotanssi,0.0
,0.071223,Pilate and others,7.0
Drama,0.833618,The smiling madame beudet,5.9
Drama,0.463261,Snow,3.7
"Comedy, Drama",3.688516,Father of invention,5.2
"Drama, History",1.233161,Quiet flows the don,6.1
,0.100017,No exit,7.5
,0.228707,At sea,8.0
"Crime, Drama",7.26718,House by the river,5.9
Comedy,0.389227,The bullfighters,5.1
"Drama, Action",0.223436,The last days of pompeii,4.0
Documentary,0.331212,Catching hell,6.6
"Drama, Music, Romance",6.162257,Footloose,6.4
"Horror, Science Fiction, Mystery, Thriller",10.169411,The thing,6.0
"Documentary, Music",2.561829,Lemmy,7.5
Drama,2.114833,Beautiful boy,6.1
"Drama, Romance",4.548774,Tyrannosaur,7.3
Comedy,1.713808,Men in the city 2,6.2
"Science Fiction, Drama",0.010331,"O-bi, o-ba: the end of civilization",6.4
"Drama, Thriller",1.136576,The killer is loose,7.2
"Drama, Thriller",7.665011,Martha marcy may marlene,6.7
"Drama, Thriller",5.325574,We need to talk about kevin,7.4
Documentary,1.640733,Tabloid,6.3
Comedy,0.367549,The old fashioned way,4.5
"Thriller, Mystery",9.097032,The river murders,5.1
"Action, Adventure, Thriller",11.063562,Behind enemy lines ii: axis of evil,4.5
Western,0.038696,Return of django,7.0
"Adventure, Action, Thriller",6.303466,The three musketeers,5.6
"Action, Thriller, Science Fiction",10.324613,In time,6.7
Drama,5.829953,Oranges and sunshine,7.3
Comedy,1.644817,A pain in the ass,5.4
"Drama, Thriller, Crime",2.566211,Brighton rock,5.6
"Comedy, Crime, Thriller",3.033652,The league of gentlemen,7.1
"Comedy, Drama, Family",1.165191,Burning palms,5.5
Drama,5.113573,Margaret,6.1
"Comedy, Drama",8.844835,Carnage,7.0
"Drama, Action, Crime",11.050266,Assassination games,5.9
"Thriller, Drama",8.340757,Margin call,6.7
"Mystery, Horror",0.560003,Mystics in bali,6.6
"Romance, Drama, Comedy",2.351003,God's little acre,6.6
"Action, Horror, Science Fiction",1.323491,2019: after the fall of new york,4.5
Documentary,0.824483,Alaska: silence and solitude,7.2
"Documentary, History",0.310486,The frozen north,6.9
"Western, Music",0.225376,Out california way,0.0
Horror,10.996308,Paranormal activity 3,5.9
"Drama, Mystery",4.363087,Puncture,6.5
Drama,8.98296,Polisse,7.9
"Comedy, Drama, Romance",7.174869,A little bit of heaven,6.2
"Comedy, Romance",0.452088,Year of the carnivore,6.5
"Comedy, Romance",0.114628,A perfect couple,3.5
"Action, Science Fiction",0.41033,The war of the robots,2.5
"Adventure, Science Fiction, Action",0.839441,Prisoners of the lost universe,3.9
Documentary,0.201862,Bertsolari,0.0
Comedy,0.001908,Blondie knows best,0.0
"Crime, Adventure, Action, Comedy, Thriller",10.668658,Johnny english reborn,6.0
"Thriller, Action, Mystery",10.512109,Abduction,5.6
"Drama, Action, Foreign",1.413762,Beginning of the great revival,5.1
Drama,10.710831,This must be the place,6.7
Drama,11.72049,Shame,7.0
"History, Drama",0.150504,La marseillaise,8.1
"Horror, Foreign",1.428941,Werewolf woman,5.1
"Drama, Foreign",1.022493,"Love affair, or the case of the missing switchboard operator",7.2
Documentary,0.050215,11 x 14,7.0
"Action, Western",1.626869,The true story of jesse james,5.3
Drama,3.074279,One to another,5.8
Drama,1.439634,American son,4.4
,0.470596,The book of stars,7.0
Documentary,0.353041,Directed by john ford,6.8
Documentary,1.139701,Tv junkie,7.5
